id,route,toll,median,female,age3050,distance,householdsize,high_income,med_income,occupanc,trans
4010829,0,3.25,-4.849391,0,0,35.25,4,0,0,1,0
4010846,0,2.9,-3.424254,0,1,24.32,2,0,1,1,0
4010865,0,3,-3.874334,0,0,61.34,3,0,1,1,0
4010901,0,1.65,-1.103182,0,0,23.72,2,0,1,1,1
4010902,1,2.9,-2.280329,0,1,56.3,6,0,0,1,1
4010922,0,2.9,-1.263234,0,1,31.13,2,0,1,1,1
4010966,0,3,-3.968006,1,1,15.17,2,0,1,1,0
4011128,0,1.95,-0.9999965,0,1,15.17,3,0,1,1,0
4011141,0,2.9,-2.24618,0,1,25.17,6,1,0,2,1
4011289,0,3,-3.01018,1,1,22.53,3,0,0,2,1
4011317,0,3.25,-5.414628,0,1,11.89,4,1,0,1,0
4011346,0,3,-3.969455,1,0,19.29,3,0,1,1,0
4011396,0,3.25,-3.980981,1,1,24.72,4,1,0,1,1
4011627,0,2.9,-2.65335,1,1,29.06,2,0,0,1,1
4011670,0,2.9,-1.982454,0,1,33.33,2,0,1,1,0
4011721,0,3.25,-5.408103,0,1,33.16,3,0,0,2,0
4011766,0,3,-3.787047,0,0,23.04,2,0,1,1,0
4011781,0,2.9,-2.425672,0,1,30.51,4,0,1,1,1
4011790,0,3.25,-4.820306,0,1,28.06,3,0,0,1,0
4011925,0,1.65,-0.783162,0,0,63.29,2,0,0,1,1
4012019,0,3,-4.328523,1,1,27.83,3,1,0,2,1
5002865,1,1.45,-3.757447,0,1,25.96,8,1,0,3,1
5003368,0,1.65,-0.9733325,0,0,38.35,5,0,1,1,1
5004374,0,1.45,-2.249893,0,1,27.97,6,0,0,3,1
5006382,0,1.95,-1.206373,1,0,33.47,5,1,0,1,0
5006513,0,2.9,-2.595311,0,1,44.56,4,0,0,1,0
5006568,0,2.9,-2.422315,0,0,61.02,1,0,0,1,0
5011583,0,2.9,-1.165325,0,0,63.6,2,1,0,1,0
